Transaction ID,Customer ID,Transaction Amount,Transaction Date and Time,Merchant Category,Location,Previous Transaction Amount,Time Since Last Transaction,Device Type,Fraud
49,1189,1211.1346712528618,2023-01-01 00:48:00,Groceries,San Francisco,336.2891292916677,84.28426182468037,desktop,Yes
50,4005,137.55776840709012,2023-01-01 00:49:00,Groceries,Houston,158.67538798495818,1.0,desktop,No
51,3734,967.0745120253346,2023-01-01 00:50:00,Groceries,Chicago,591.3984099888338,574.7971064611154,desktop,No
52,4005,355.77235063990867,2023-01-01 00:51:00,Groceries,Houston,147.84446950174978,81.47111320066054,desktop,Yes
53,1562,80.80311802945761,2023-01-01 00:52:00,Dining,Los Angeles,184.97753356829162,756.7217831186515,mobile,No
54,2899,110.27637803189992,2023-01-01 00:53:00,Dining,San Francisco,158.7247582978953,679.7841499871719,mobile,No
55,4638,2226.2857302308958,2023-01-01 00:54:00,Dining,New York,134.3289738898458,54.900166394489034,mobile,Yes
56,2267,434.24163830118175,2023-01-01 00:55:00,Dining,San Francisco,529.7555776049453,1005.1648495753767,mobile,No
57,3879,589.1924043700989,2023-01-01 00:56:00,Electronics,Chicago,262.19754448150906,57.66975184095206,mobile,No
58,2528,66.35437423197246,2023-01-01 00:57:00,Dining,Chicago,24.403717575166034,345.45392526785736,mobile,No
59,4202,46.88855579203744,2023-01-01 00:58:00,Electronics,Chicago,62.42330303933542,1080.8757601381403,desktop,No
60,4556,376.931184577393,2023-01-01 00:59:00,Travel,Los Angeles,518.4316722003805,878.2992262639425,desktop,No
61,4890,782.5561625835103,2023-01-01 01:00:00,Dining,San Francisco,1143.4175847026909,333.7318133549038,desktop,No
62,1646,835.904287402746,2023-01-01 01:01:00,Travel,Houston,786.930752009843,330.7319663673305,mobile,No
63,3068,39.54390359369683,2023-01-01 01:02:00,Dining,Houston,102.47183710895993,997.5672764435682,mobile,No
64,3888,1489.0892077605815,2023-01-01 01:03:00,Travel,Houston,67.37980638162288,1.0,mobile,Yes
65,3214,1416.750579904835,2023-01-01 01:04:00,Clothing,Houston,384.00001795398026,567.2983003762337,desktop,Yes
66,2297,344.27071605822334,2023-01-01 01:05:00,Travel,Houston,374.3101359082957,1277.4615798824045,desktop,No
67,3435,866.3770669300709,2023-01-01 01:06:00,Electronics,San Francisco,686.7174413327124,215.05501802766628,desktop,No
68,1600,124.24548723312772,2023-01-01 01:07:00,Groceries,Chicago,86.9407167893081,1276.4894037898428,desktop,No
69,3363,898.4679494442746,2023-01-01 01:08:00,Travel,Houston,1200.9972577387912,493.35179184674854,desktop,Yes
70,3061,772.3511160646889,2023-01-01 01:09:00,Groceries,Houston,758.4133138031465,736.0486810213051,desktop,No
71,1241,2805.452909466403,2023-01-01 01:10:00,Clothing,Houston,57.98866915844778,69.30632583566683,mobile,Yes
72,3041,645.2485571594763,2023-01-01 01:11:00,Clothing,San Francisco,441.82896552917555,173.02415942913885,mobile,No
73,3824,317.17979306118855,2023-01-01 01:12:00,Electronics,Houston,514.164064731235,1334.9985614385316,desktop,No
74,4417,960.6672770000719,2023-01-01 01:13:00,Electronics,Chicago,1410.0843403199076,871.835184694307,desktop,No
75,3612,699.8342610474747,2023-01-01 01:14:00,Travel,New York,92.39374582272244,239.14807683689767,mobile,Yes
76,3945,311.38653651314894,2023-01-01 01:15:00,Dining,Los Angeles,308.75863980406456,97.01256261542233,desktop,No
77,2363,670.9312793827514,2023-01-01 01:16:00,Clothing,Chicago,467.60213578425464,1476.758574485693,mobile,No
78,3139,773.0168926702582,2023-01-01 01:17:00,Groceries,Houston,552.4247553302727,573.2795827335234,desktop,No
79,2390,871.3605500088454,2023-01-01 01:18:00,Dining,Houston,803.2634298094954,675.3087986895797,desktop,No
80,4003,546.1474964434165,2023-01-01 01:19:00,Clothing,New York,67.02183918067243,1.0,desktop,Yes
81,2478,763.5470756346424,2023-01-01 01:20:00,Travel,New York,944.0145937895828,1178.8846725378698,desktop,No
82,4499,692.9892833396518,2023-01-01 01:21:00,Clothing,San Francisco,785.5431656139319,525.399149418085,mobile,No
83,3556,77.25092045469128,2023-01-01 01:22:00,Electronics,Houston,99.16897560820506,347.2667932161194,mobile,No
84,1775,480.5461256760743,2023-01-01 01:23:00,Groceries,Chicago,441.51382923820756,759.8239371235178,desktop,No
85,1034,206.07951451576622,2023-01-01 01:24:00,Groceries,Chicago,164.88850718599898,1086.9189906031586,mobile,No
86,3253,348.4753632178208,2023-01-01 01:25:00,Electronics,Houston,149.34786635282046,428.5057303666711,desktop,No
87,4152,987.7385798514188,2023-01-01 01:26:00,Dining,Los Angeles,1336.3658226513553,915.8607783320837,mobile,No
88,2955,445.90495968249206,2023-01-01 01:27:00,Electronics,San Francisco,843.1843837263718,491.0013142994678,mobile,No
89,2585,699.781492070348,2023-01-01 01:28:00,Groceries,Houston,706.6295833095343,1069.8505287910277,desktop,No
90,4943,1148.1208378200822,2023-01-01 01:29:00,Travel,Chicago,649.3839265097897,1051.2694575645173,mobile,No
91,4459,275.4342278106709,2023-01-01 01:30:00,Dining,Los Angeles,526.4174684644067,966.9906566853216,desktop,No
92,4073,1889.5683622465033,2023-01-01 01:31:00,Clothing,Houston,231.27264822844182,263.2922354352601,mobile,Yes
93,2021,456.0925743301251,2023-01-01 01:32:00,Travel,San Francisco,234.61462259682835,73.19616272825206,desktop,No
94,4461,824.5245224865209,2023-01-01 01:33:00,Dining,Los Angeles,1237.2538335472034,1205.6902146428542,mobile,No
95,3613,206.30481048008969,2023-01-01 01:34:00,Groceries,Chicago,235.51286667517977,970.049231936599,desktop,No
96,2129,969.0330530259619,2023-01-01 01:35:00,Groceries,New York,1135.9273334359884,618.5389292226545,mobile,No
97,4843,216.4358986026189,2023-01-01 01:36:00,Travel,San Francisco,169.779118682356,348.26928363263073,desktop,No
98,4893,311.2707094450777,2023-01-01 01:37:00,Dining,Los Angeles,350.4915617709105,1082.9485239368562,desktop,No
99,2500,736.8243193499108,2023-01-01 01:38:00,Clothing,Houston,835.5189296767816,892.8123861479947,mobile,No
100,1702,409.3397272784927,2023-01-01 01:39:00,Clothing,Houston,499.28546616834353,245.51553725237713,mobile,No
101,3449,634.6075623558382,2023-01-01 01:40:00,Electronics,Los Angeles,552.0723680420203,1258.9516449234216,mobile,No
102,3777,1110.4226643032725,2023-01-01 01:41:00,Travel,Houston,265.69580003490273,66.9584671786225,desktop,Yes
103,2579,734.6357408456006,2023-01-01 01:42:00,Dining,Los Angeles,553.6166283603054,832.3877938468905,desktop,No
104,1161,247.05673532841058,2023-01-01 01:43:00,Travel,San Francisco,98.89332485276019,934.2689693611217,mobile,No
105,1201,1.0,2023-01-01 01:44:00,Clothing,Houston,42.475146232312326,1368.1518570637447,mobile,No
106,2981,213.9202129980415,2023-01-01 01:45:00,Dining,San Francisco,347.37932680622123,207.03404400763114,mobile,No
107,1995,706.7177305410679,2023-01-01 01:46:00,Groceries,Houston,300.33962918553345,462.1770578587196,desktop,Yes
108,3317,110.83253083076143,2023-01-01 01:47:00,Groceries,Chicago,169.64178903758344,645.788111191096,mobile,No
109,4934,354.99280460969885,2023-01-01 01:48:00,Dining,Chicago,220.35524762143555,383.0516763220881,desktop,No
110,1815,421.2223336835591,2023-01-01 01:49:00,Travel,Chicago,559.5328304662854,1254.4875057213158,desktop,No
111,4342,62.56201082390287,2023-01-01 01:50:00,Travel,Houston,37.748725621942924,1231.4531542062812,desktop,No
112,1455,557.8684496399852,2023-01-01 01:51:00,Groceries,Los Angeles,406.40111329694184,1061.9462282488385,desktop,No
113,4533,842.0427455432192,2023-01-01 01:52:00,Groceries,Houston,960.6300727301192,1472.615063282074,desktop,No
114,4798,304.7139766243974,2023-01-01 01:53:00,Clothing,Houston,43.41375972176798,400.2418052704971,desktop,Yes
115,2275,652.3512147575922,2023-01-01 01:54:00,Dining,San Francisco,591.8561227580165,721.8715695534211,desktop,No
116,2016,665.5620286319428,2023-01-01 01:55:00,Travel,Los Angeles,588.6892277448749,369.26264714316113,desktop,No
117,4773,381.48153936879635,2023-01-01 01:56:00,Clothing,New York,327.9700518100019,1009.3314971796732,desktop,No
118,3343,738.904278140221,2023-01-01 01:57:00,Travel,New York,574.0392351695484,635.9460868131287,mobile,Yes
119,4796,348.90226847681,2023-01-01 01:58:00,Groceries,Los Angeles,411.25628637622214,733.1040660382415,mobile,No
120,3767,1405.8273195106556,2023-01-01 01:59:00,Dining,Houston,200.25682204851717,293.99583478971846,desktop,Yes
121,4820,49.41445674259488,2023-01-01 02:00:00,Electronics,Houston,43.07398091110634,356.96633113433717,mobile,Yes
122,1337,611.8438901156159,2023-01-01 02:01:00,Dining,San Francisco,829.9791496954081,1334.1794077772834,mobile,No
123,1878,597.939598414224,2023-01-01 02:02:00,Electronics,San Francisco,428.9212257902462,1045.3748816011798,mobile,No
124,2076,99.71643384630751,2023-01-01 02:03:00,Clothing,Houston,0.0,296.0387828304822,desktop,No
125,1791,680.8454272336674,2023-01-01 02:04:00,Electronics,Houston,36.759290165682046,283.8503759494038,desktop,Yes
126,4993,962.8009462798163,2023-01-01 02:05:00,Electronics,Los Angeles,1306.8725578202375,1186.6520523934935,mobile,No
127,3264,509.0168841551583,2023-01-01 02:06:00,Clothing,San Francisco,544.5150871846727,299.56595360312764,desktop,No
128,1763,532.2199933330022,2023-01-01 02:07:00,Dining,Houston,341.1764942506095,1363.0585404324588,desktop,No
129,3235,858.4597753467964,2023-01-01 02:08:00,Clothing,New York,536.6011884183578,101.14222130228029,desktop,Yes
130,1379,1761.7525975813558,2023-01-01 02:09:00,Groceries,Chicago,210.5560216895219,360.357384774875,desktop,Yes
131,1492,603.6418513938112,2023-01-01 02:10:00,Groceries,New York,658.2586459340764,1569.0611323794049,mobile,No
132,4112,742.8930538477074,2023-01-01 02:11:00,Electronics,San Francisco,596.2256507133477,1119.5343412611103,mobile,No
133,2180,890.7809950829934,2023-01-01 02:12:00,Clothing,San Francisco,899.5421200010993,846.0201302227279,mobile,No
134,3062,523.6338257243798,2023-01-01 02:13:00,Clothing,New York,604.2254569356053,1511.8920091671753,mobile,No
135,4884,554.334164251055,2023-01-01 02:14:00,Clothing,San Francisco,615.4011455261741,1241.2283551604141,desktop,No
136,1064,409.1825116593579,2023-01-01 02:15:00,Dining,New York,493.7607967151581,1601.8102324314564,desktop,No
137,4928,2263.220342720743,2023-01-01 02:16:00,Travel,Houston,163.99814363818405,263.575497357912,desktop,Yes
138,4910,652.3647777677321,2023-01-01 02:17:00,Travel,San Francisco,392.2604775381607,932.9735445498729,desktop,No
139,3568,170.49004635587448,2023-01-01 02:18:00,Travel,Los Angeles,76.37621679358507,1213.4766098948649,desktop,No
140,2367,819.0511105387853,2023-01-01 02:19:00,Dining,San Francisco,482.89230380968013,256.689129456328,desktop,No
141,2152,447.29414791574476,2023-01-01 02:20:00,Clothing,New York,685.7464946791883,1221.6668325164949,desktop,No
142,3027,48.6906296731666,2023-01-01 02:21:00,Travel,Los Angeles,38.933495565059246,1600.2298292890328,desktop,No
143,3695,523.9165140628769,2023-01-01 02:22:00,Clothing,Houston,336.9499259290379,911.3166608986523,desktop,No
144,2495,359.4849078257624,2023-01-01 02:23:00,Electronics,Los Angeles,257.46215971393093,91.5818441808657,desktop,No
145,4134,863.717065545783,2023-01-01 02:24:00,Travel,Los Angeles,1008.4403377537834,83.3737570868583,mobile,No
146,2162,443.98057724885973,2023-01-01 02:25:00,Electronics,Houston,23.68002428678142,1.8185161660140636,mobile,Yes
147,2522,795.1343061478608,2023-01-01 02:26:00,Dining,Los Angeles,916.2014649043589,806.8862646959551,desktop,No
148,3640,528.9789799402863,2023-01-01 02:27:00,Groceries,Los Angeles,775.644667699944,649.7343381738731,desktop,No
149,1391,126.06180325336871,2023-01-01 02:28:00,Dining,New York,74.32092399164631,1508.8570075140117,desktop,No
150,2698,872.280290914781,2023-01-01 02:29:00,Dining,San Francisco,527.6974461372475,1267.2268224296563,mobile,No
151,1418,553.8261365254517,2023-01-01 02:30:00,Dining,New York,618.905026859191,481.01885718787787,desktop,No
152,3336,788.4279286019106,2023-01-01 02:31:00,Travel,San Francisco,87.60175209662576,351.1031739189722,mobile,Yes
153,1378,823.17166380804,2023-01-01 02:32:00,Electronics,Houston,0.0,294.28089592532217,desktop,Yes
154,2796,873.2020519514738,2023-01-01 02:33:00,Travel,Los Angeles,658.1090863901616,230.04285965181572,mobile,No
155,4561,375.03206979209006,2023-01-01 02:34:00,Groceries,San Francisco,357.25408700021876,1237.700385285614,desktop,No
156,3278,136.84591802810678,2023-01-01 02:35:00,Dining,Los Angeles,187.49481871054076,349.40614482392687,mobile,No
157,4065,62.97474444237814,2023-01-01 02:36:00,Clothing,Los Angeles,131.10137420210114,1203.6179044498535,desktop,No
158,3088,830.732008095549,2023-01-01 02:37:00,Groceries,Houston,9.91578961624105,253.99762915037965,mobile,Yes
159,4099,724.0295820965173,2023-01-01 02:38:00,Electronics,New York,457.71607724057225,810.6260518119437,desktop,No
160,3182,512.7880972298889,2023-01-01 02:39:00,Groceries,San Francisco,547.6238719528978,1200.6394993304914,desktop,No
161,1200,462.22753607548265,2023-01-01 02:40:00,Travel,Houston,14.132148329047464,280.24504296104647,desktop,Yes
162,2863,183.985844927218,2023-01-01 02:41:00,Clothing,Chicago,113.13090186253362,1115.9690417697557,mobile,No
163,1779,299.76135508713816,2023-01-01 02:42:00,Travel,New York,335.3230859751097,875.4498659733179,mobile,No
164,3977,938.3566967118687,2023-01-01 02:43:00,Dining,Houston,554.2789488213706,1465.7579232598398,mobile,No
165,4104,331.94824224223294,2023-01-01 02:44:00,Dining,Houston,423.9162301067847,964.4519873715061,mobile,No
166,4119,1073.0971025458582,2023-01-01 02:45:00,Groceries,Los Angeles,737.9767758968421,650.4732238322671,desktop,No
167,1502,471.9068585855629,2023-01-01 02:46:00,Dining,New York,294.3926491052459,1161.5223740553447,desktop,No
168,3454,146.75549577754435,2023-01-01 02:47:00,Dining,Chicago,95.41857592137112,568.4953300117959,desktop,No
169,4645,942.2926501692839,2023-01-01 02:48:00,Electronics,San Francisco,1177.832309200151,1015.0055633242747,mobile,No
170,2751,413.6849169865527,2023-01-01 02:49:00,Electronics,San Francisco,434.9026522432827,1284.5430551917423,desktop,No
171,1804,801.1796566957054,2023-01-01 02:50:00,Travel,Chicago,592.5362693904891,789.4512324783111,mobile,No
172,3146,904.156760709345,2023-01-01 02:51:00,Travel,Los Angeles,970.359157593289,1307.0367451103134,mobile,No
173,3731,210.13305459064827,2023-01-01 02:52:00,Electronics,Chicago,43.483953521948195,139.63560942295555,mobile,Yes
174,2895,236.30593255041927,2023-01-01 02:53:00,Groceries,Los Angeles,50.55668353650479,7.45979012128517,desktop,Yes
175,3773,700.2479203996003,2023-01-01 02:54:00,Electronics,New York,993.4798843383478,834.9745921101085,mobile,No
176,2570,369.7818142869293,2023-01-01 02:55:00,Travel,Houston,419.6670759895452,1104.4776313649863,mobile,No
177,1960,172.07634882914934,2023-01-01 02:56:00,Clothing,San Francisco,126.27356416454133,1.0,mobile,No
178,4810,1.0,2023-01-01 02:57:00,Dining,Chicago,50.02720573497545,1181.378017875875,mobile,No
179,3660,19.78946975907842,2023-01-01 02:58:00,Clothing,New York,36.956922114384014,1066.671457130999,mobile,No
180,2485,806.2564544266793,2023-01-01 02:59:00,Clothing,Chicago,710.0814311899948,134.0161839696359,desktop,No
181,3690,131.42482448673545,2023-01-01 03:00:00,Dining,New York,156.37418315418074,801.047148869079,mobile,No
182,4840,794.1294567424129,2023-01-01 03:01:00,Electronics,Houston,40.79693789977214,180.87651755612274,mobile,Yes
183,2028,590.6826014187255,2023-01-01 03:02:00,Groceries,San Francisco,634.9490755082297,435.0413594085625,mobile,No
184,4289,458.01480434788454,2023-01-01 03:03:00,Clothing,New York,652.365347795738,1093.429858487219,mobile,No
185,1502,1.0,2023-01-01 03:04:00,Groceries,Los Angeles,86.7505472483947,207.3688232286042,desktop,No
186,3814,806.1814387994161,2023-01-01 03:05:00,Travel,New York,570.3139320081153,516.585450738139,mobile,No
187,1397,87.75667456341532,2023-01-01 03:06:00,Clothing,San Francisco,17.76263552280163,707.4649443950746,desktop,No
188,1870,2311.096692268779,2023-01-01 03:07:00,Travel,Houston,226.17191841934937,262.5561593314935,mobile,Yes
189,3842,967.2987013113813,2023-01-01 03:08:00,Electronics,Houston,593.7501455895715,1039.3978459101481,mobile,No
190,1392,390.0788754432244,2023-01-01 03:09:00,Clothing,Chicago,626.2393245099063,208.8145640485853,mobile,No
191,1206,619.7998640601447,2023-01-01 03:10:00,Travel,San Francisco,665.2439099240758,1333.49356063092,desktop,No
192,2038,470.15462352065373,2023-01-01 03:11:00,Travel,Chicago,716.6715775550044,576.0983476058284,desktop,Yes
193,2881,410.41801406005646,2023-01-01 03:12:00,Electronics,Los Angeles,497.8579909250048,562.8053913404773,mobile,No
194,4625,888.2825858974675,2023-01-01 03:13:00,Groceries,Los Angeles,1074.862457650591,103.86707039161064,desktop,No
195,3939,2557.367407704751,2023-01-01 03:14:00,Groceries,Houston,431.3434667110607,320.5292310487155,desktop,Yes
196,2484,344.39055901676556,2023-01-01 03:15:00,Clothing,Chicago,208.5150101798684,974.1912314575877,desktop,Yes
197,4762,654.9983857124673,2023-01-01 03:16:00,Electronics,Chicago,923.5449173534857,1551.1224019200322,mobile,No
198,4646,955.4425926305095,2023-01-01 03:17:00,Clothing,San Francisco,606.0096682641157,292.1596681745119,desktop,No
199,1863,1501.4953717709252,2023-01-01 03:18:00,Groceries,Houston,221.08805594063065,286.6525591826498,desktop,Yes
200,3790,468.68069264756673,2023-01-01 03:19:00,Electronics,New York,618.2183657413981,122.2495818825555,desktop,No
201,4312,445.7304459774642,2023-01-01 03:20:00,Dining,Chicago,315.340010008107,784.7742539923056,desktop,No
202,1563,292.3552227854808,2023-01-01 03:21:00,Electronics,Houston,368.6785761903356,1360.317758102793,desktop,No
203,2020,878.9585637887889,2023-01-01 03:22:00,Electronics,Chicago,1228.1842008019696,265.6015466949169,desktop,No
204,1095,173.82438393860966,2023-01-01 03:23:00,Dining,Chicago,95.89103434385865,526.9055476759175,mobile,No
205,2923,601.3263941756143,2023-01-01 03:24:00,Travel,Chicago,317.3491611660127,945.2344871827787,mobile,No
206,2757,354.9709870268814,2023-01-01 03:25:00,Travel,Los Angeles,260.3481326705296,229.17779159836454,desktop,No
207,3532,258.0264277943644,2023-01-01 03:26:00,Travel,New York,366.1207173484277,610.9091506957739,desktop,No
208,4478,656.1975268113273,2023-01-01 03:27:00,Groceries,Chicago,129.706828510679,119.76210753223533,mobile,Yes
209,3278,998.620314286389,2023-01-01 03:28:00,Electronics,Houston,614.4579928506255,1197.0993473973735,desktop,No
210,3796,90.11218598897497,2023-01-01 03:29:00,Dining,San Francisco,81.65286239885249,1.0,mobile,No
211,2678,556.8029981763078,2023-01-01 03:30:00,Groceries,Houston,418.89350338366324,1415.4444255564842,desktop,No
212,4242,145.82848372047502,2023-01-01 03:31:00,Dining,New York,104.58015157278606,1134.2908759061188,mobile,No
213,1540,144.1691867493635,2023-01-01 03:32:00,Groceries,San Francisco,140.89502319370456,289.105566280626,mobile,No
214,2059,451.6216259470874,2023-01-01 03:33:00,Groceries,Houston,383.2923868819906,316.3242318394466,desktop,No
215,3572,475.23369204305436,2023-01-01 03:34:00,Groceries,New York,581.5522313351319,1335.472255784443,desktop,No
216,2183,201.97381645365206,2023-01-01 03:35:00,Dining,Houston,289.3374641162523,839.6076250815798,desktop,No
217,4910,311.3107350628227,2023-01-01 03:36:00,Clothing,San Francisco,453.2116835078514,551.9516635525721,mobile,No
218,2722,45.17164480272706,2023-01-01 03:37:00,Groceries,San Francisco,120.73078674073273,148.3663583807851,mobile,No
219,4314,252.94291452408493,2023-01-01 03:38:00,Travel,Houston,257.00343806966185,139.54419123550474,mobile,No
220,4157,964.7292504507875,2023-01-01 03:39:00,Electronics,Los Angeles,996.2675904978806,676.0544937593172,mobile,No
221,2819,877.8526188385734,2023-01-01 03:40:00,Clothing,Houston,514.6812049946162,818.8467253084308,mobile,No
222,3625,319.4292196826145,2023-01-01 03:41:00,Clothing,Houston,412.16998825339596,983.0326077083267,desktop,No
223,3729,572.6091446522726,2023-01-01 03:42:00,Dining,Houston,509.38998912166437,1166.5848871426167,mobile,No
224,3604,963.224101970937,2023-01-01 03:43:00,Clothing,Los Angeles,543.9713172948917,568.8963714987515,mobile,No
225,2597,1.0,2023-01-01 03:44:00,Dining,Chicago,40.70518981449779,124.8593371784456,desktop,No
226,4060,830.4306816336134,2023-01-01 03:45:00,Dining,San Francisco,1117.594145633177,1217.203689486011,desktop,No
227,3693,884.9205851162269,2023-01-01 03:46:00,Travel,New York,1042.1645444592855,644.2825865483187,mobile,No
228,1795,29.790248250577562,2023-01-01 03:47:00,Groceries,San Francisco,177.81214597520497,1306.2108086566416,mobile,No
229,2051,205.4418521902295,2023-01-01 03:48:00,Clothing,San Francisco,134.02544325736534,1091.0851710763018,desktop,No
230,2643,925.6042198492015,2023-01-01 03:49:00,Groceries,Chicago,1386.4011519860765,446.909537848749,desktop,No
231,4627,488.666118972894,2023-01-01 03:50:00,Groceries,San Francisco,438.89992517434194,473.2385990022086,mobile,No
232,2363,1.0,2023-01-01 03:51:00,Groceries,San Francisco,8.252847981391872,402.88108492953023,mobile,No
233,4869,241.23031335743724,2023-01-01 03:52:00,Dining,Los Angeles,188.8684044702992,606.8164722314741,desktop,No
234,2981,482.4115646627111,2023-01-01 03:53:00,Groceries,Los Angeles,282.7445020412145,901.5032190682825,desktop,No
235,2354,584.0419865285695,2023-01-01 03:54:00,Clothing,Los Angeles,925.1317800894216,963.4683316492009,desktop,No
236,2663,864.8356130852239,2023-01-01 03:55:00,Dining,Los Angeles,970.7974021065222,458.97812238545134,mobile,No
237,2529,998.7150089442107,2023-01-01 03:56:00,Clothing,Los Angeles,1313.270417534788,1294.3032496876467,mobile,No
238,3038,451.39568079809635,2023-01-01 03:57:00,Dining,Chicago,53.339801083748156,1.0,mobile,Yes
239,4419,530.4037636857862,2023-01-01 03:58:00,Electronics,Chicago,650.928096242509,137.3224177593848,desktop,Yes
