,CustomerID,Age,Location,Device,Month_1_Spend,Month_1_Items,Month_1_Support_Calls,Month_2_Spend,Month_2_Items,Month_2_Support_Calls,Month_3_Spend,Month_3_Items,Month_3_Support_Calls,Month_4_Spend,Month_4_Items,Month_4_Support_Calls,Month_5_Spend,Month_5_Items,Month_5_Support_Calls,Month_6_Spend,Month_6_Items,Month_6_Support_Calls,Month_7_Spend,Month_7_Items,Month_7_Support_Calls,Month_8_Spend,Month_8_Items,Month_8_Support_Calls,Month_9_Spend,Month_9_Items,Month_9_Support_Calls,Month_10_Spend,Month_10_Items,Month_10_Support_Calls,Month_11_Spend,Month_11_Items,Month_11_Support_Calls,Month_12_Spend,Month_12_Items,Month_12_Support_Calls,Churn
10,11,54,Canada,Android,351.17463389897154,49,5,365.77992286927895,30,4,565.9091801857419,32,4,497.2540748130981,34,3,96.45794675953734,45,0,489.7534024340509,43,3,113.12642918211583,52,1,209.34888553145547,58,5,571.5711483394347,62,4,461.5767390887734,71,5,287.72374046272665,59,3,460.7484577600637,68,0,1
11,12,37,US,Android,608.5802319375215,52,1,571.460058836637,108,2,842.4953750044316,108,5,690.4104476394757,60,4,545.1204558486653,74,4,297.29080594516387,54,4,830.623697420224,98,1,117.5479814016718,91,0,871.4364570110155,91,1,203.1333550934529,77,1,704.9462069033143,41,4,143.93356224499834,88,5,1
12,13,35,Canada,Android,255.4440655431516,105,5,527.9908734624732,52,0,430.1736182878076,37,0,847.8952222202813,62,5,395.4218631603122,16,3,697.0355146915754,45,5,232.45226851348804,48,4,824.0407311711557,92,2,526.4391652227365,76,1,406.48573627102854,35,2,707.960686581634,15,4,804.4746772730746,38,2,1
13,14,50,Canada,Android,713.0614056692476,95,3,381.09916316011254,38,3,179.36461478582908,37,3,552.7199544927935,59,0,834.4038165408189,52,5,859.0351071178271,44,2,179.7554522163187,95,2,256.154101292585,51,1,522.1063262545692,82,1,412.97049062609636,90,3,575.8741510496292,35,5,523.4804596433522,21,2,1
14,15,43,Canada,Android,192.64951239173246,69,1,400.81068569633436,113,4,246.08743513411952,59,4,99.06377368975562,80,4,486.4078067029979,106,3,738.4634052844982,74,5,729.4497386495166,96,5,776.194495532202,21,1,340.1321166623815,53,3,294.90522059719206,69,0,197.40268355583677,25,1,522.4827550100301,83,2,1
15,16,54,Canada,Android,313.4637385580346,73,4,475.67362359312636,49,3,316.06047299179744,23,4,637.500866007516,58,3,421.8954178889366,81,0,495.2602516013077,41,5,726.5085660076027,61,5,771.354398008149,61,1,172.1961285780717,80,4,360.58837354147215,79,5,516.5656120359574,60,5,286.8153597465399,86,2,1
16,17,61,Canada,Android,299.78547525207654,108,1,665.1974860454899,72,4,816.2788055099303,85,0,871.7141767415134,59,3,565.6395312657723,25,0,732.8956409007922,59,3,228.5521985306908,30,4,266.05407357084096,81,2,309.59957392392903,82,2,109.40706277332927,39,2,92.258284706556,75,2,152.21931939981175,50,4,1
17,18,58,Canada,Android,851.7033870327149,70,0,383.1878672252629,91,4,408.22937477736684,64,2,328.2766912017518,107,2,365.88478557013445,35,0,348.40675291380677,80,1,725.9630636249749,93,4,610.7843098595247,64,1,806.333369697324,93,4,839.9095999406056,44,1,747.8922359125418,93,1,693.3500399640626,36,1,1
18,19,36,US,Android,873.1179458875944,16,2,726.6731184206317,69,0,367.69474828561584,99,1,301.6710021471904,24,4,537.4593017265479,103,3,133.3809122126352,71,3,616.632000674792,48,1,238.99694160447586,23,2,632.7335687328914,89,5,710.1199780868865,28,5,256.87717747426956,26,0,655.6646494955027,47,1,1
19,20,62,Canada,iOS,662.1985233245885,89,0,551.1287852376292,102,3,613.3168143174613,79,4,372.1182535845444,82,0,405.00418527231875,82,4,406.5209380735006,103,0,123.07428238414508,81,3,519.5746195904851,53,4,809.1744236079913,52,5,729.2025842251505,59,4,666.9543249992555,51,3,837.6794926044818,60,0,1
20,21,55,US,Android,854.9253144181558,86,4,486.03451430518356,78,5,723.4825532915236,74,0,178.9926245485076,76,3,103.42512151085037,40,2,488.2680971335087,56,2,849.6995413947666,39,3,740.681947237927,60,0,689.1691794545262,67,1,609.6252898182537,45,0,507.7294047431382,57,1,481.7417241336784,23,2,1
21,22,62,Canada,iOS,499.2374681168898,80,2,883.7912037264142,15,4,369.051831690185,51,0,342.23226839337633,34,1,533.544954630942,79,1,636.6769254930141,33,1,578.1434002949977,97,0,451.738567695128,91,2,870.1550819164469,59,5,219.9687959772197,79,5,263.24591563115047,46,3,549.2177701296941,20,5,1
22,23,55,US,Android,300.6045093135282,44,5,182.9812518673794,24,0,684.4371831062979,33,0,276.8391394801,105,1,748.8169631710116,100,4,263.7913825216042,49,0,534.3431980734952,54,3,710.1811097772553,86,1,785.3655203699958,88,4,495.19149546897853,76,0,144.2910529049759,69,5,687.0557464924934,83,4,1
23,24,62,US,iOS,276.14253689983286,76,3,88.4051848379643,20,3,523.4084860502342,78,2,750.0655622466088,20,5,503.9073053041881,99,2,285.73340674074717,101,0,330.1950655885527,40,4,677.0174740482954,41,4,622.4953864357722,52,4,100.75919381026338,95,0,243.62064025502394,31,5,551.4317654418171,61,1,1
24,25,22,Canada,iOS,488.2982997797622,29,1,344.2151259470662,105,3,666.2028335885112,110,0,787.5868044173673,107,1,807.8977738225198,58,1,482.48859221759835,73,4,319.3838602459231,30,1,615.9747393994508,91,5,307.7514143217577,16,2,429.4273989097155,88,4,689.5507763843993,76,2,786.6625952641315,74,4,1
25,26,55,Canada,Android,85.0815220925955,35,2,96.6679375954672,51,3,782.2344172919145,37,4,84.4790862708021,74,5,113.76355677144099,16,5,142.39350691974016,62,2,565.7725819132863,72,4,438.88475895517536,100,4,558.6539463938561,48,2,689.7550188583785,48,1,352.0258308409068,57,2,307.47365864294466,48,4,1
26,27,22,Canada,iOS,818.0723234653727,37,4,567.149905338434,47,4,843.736731369466,48,4,85.31910276717957,107,5,406.2360944403434,97,5,827.7250842008513,79,4,687.7652762623035,72,0,824.9929935749318,17,0,643.9998400135792,42,1,385.7658661601649,75,5,642.4339306422423,51,3,240.00578744255228,28,0,1
27,28,35,Canada,Android,760.1399697688255,15,2,709.7890251120546,78,5,504.0851030584769,55,0,780.1978725580105,100,4,601.3484929854764,31,0,617.0121767768209,49,2,403.7159090438969,24,2,769.5149807864464,62,0,266.75194738474926,81,0,415.04231814057323,15,2,274.49292448331886,36,4,231.57847236429316,46,3,1
28,29,32,Canada,Android,229.19293934958836,44,2,466.36631074541714,82,5,408.01445318619835,67,1,683.411417937064,104,1,237.8423281577331,97,5,243.3972807064792,105,0,215.85196648346493,30,5,821.4496473427533,20,2,775.9527583936048,96,5,232.0339141699985,92,5,499.2954240335637,78,3,213.41843072784064,79,1,1
29,30,30,Canada,Android,217.8074842389369,37,4,671.9455212533392,69,4,88.76560103467827,63,3,552.7864633807546,57,5,403.2163403148121,53,5,522.7959625081002,61,1,278.463514628289,64,3,294.92930810748675,17,5,717.1869973019081,99,4,499.7205933303228,58,0,368.3988058438943,27,2,569.3237140897248,30,3,1
30,31,21,US,Android,400.2483214767211,59,1,170.77188396213825,99,4,367.633233456219,75,0,122.11658873312035,105,5,288.2315823715879,83,1,604.4398271086471,72,1,704.7800700751826,56,5,270.999718457487,92,3,411.58177718783884,51,5,719.8875802901262,93,3,561.1712468481885,46,4,736.7719971366081,54,1,1
31,32,39,Canada,iOS,487.488015610596,46,2,289.96356237497673,91,1,864.6513794100282,78,3,521.682920923055,64,0,325.1099136776071,57,3,716.7299610632065,71,1,599.4120565271495,88,5,350.7803321147702,90,1,604.6792775841827,52,2,195.70220363356134,70,2,525.3516640555274,20,4,109.0655750113586,93,2,1
32,33,28,Canada,Android,422.0251808651288,42,1,738.2098817986331,15,2,759.9147140738595,73,1,585.6132942956137,86,1,753.8346910048656,16,5,719.5903772153008,30,3,497.7769432769714,37,5,117.06021789404946,60,0,159.6409220534304,26,3,672.515047380936,40,3,117.529787071192,61,3,228.60544050754197,37,1,1
33,34,27,Canada,Android,345.45137712177177,42,1,638.6610124772258,94,1,413.0622243835734,26,0,764.5645580286981,18,4,184.57097513972914,57,0,533.6309628321236,94,2,449.6240440683769,90,3,427.8844048921644,32,4,607.6023113219202,68,5,120.60101595820277,55,4,197.0671979116741,86,2,81.36663781549969,63,0,1
34,35,61,Canada,Android,620.6949206679412,36,0,789.9907047647545,88,1,465.92156212382537,39,3,691.4381783795807,90,3,625.7597096876543,22,1,125.6295569497669,36,4,385.09962252004254,29,2,526.8984413309543,29,1,742.8755277915095,30,4,200.5250802974847,41,3,844.861850594469,59,5,409.9393124003893,46,0,1
35,36,41,Canada,Android,591.9734364451643,40,1,397.11643738600327,70,0,773.8916441707208,82,3,661.5472173485634,48,5,838.8214056364693,53,1,151.46457528934087,46,0,283.9339195148592,79,0,304.1187357014606,20,0,229.25925485506954,96,0,675.407431561335,83,2,179.89573829094206,81,4,633.1488830912501,64,0,1
36,37,38,Canada,Android,744.4151967290182,50,2,782.5116261088651,108,4,677.3866289238642,52,2,545.6227954284383,41,0,702.0341706610055,22,3,639.1494123020982,26,1,152.4932334856273,71,4,682.4757324040157,83,0,137.46432723186456,16,4,466.7833159184604,78,1,438.7102409140469,49,0,600.9759126976443,29,4,1
37,38,48,Canada,Android,643.3189215293833,89,5,261.68966680389565,67,2,400.2854029411401,17,1,836.3113657464065,64,0,308.89025895658074,71,4,782.9217861763594,74,1,713.1704057253389,55,4,164.35388000036954,96,3,190.12774481876406,97,3,377.17298380947204,81,2,771.6311591109903,48,4,739.9404854074506,37,0,1
38,39,50,US,Android,152.65740235132643,15,3,543.5310018218438,32,1,851.2075073854529,103,4,85.56444567990647,34,3,818.9954204825875,40,1,720.3537429159043,29,5,351.32761643417905,89,2,663.6434565947528,26,1,767.6123645795778,35,5,659.7237920103364,22,0,340.29086929981327,85,5,505.4820010379199,15,2,1
39,40,35,US,Android,571.4039615792288,49,1,791.3723367179751,106,1,816.0788197861359,87,5,243.22747405671956,97,1,255.51702478089538,73,5,295.1708322333866,83,0,179.9999139264334,30,0,530.1213017564494,26,2,113.91170861489849,98,2,696.1924726548813,67,5,620.6551100191631,22,5,276.5806265519261,33,4,1
40,41,46,US,Android,367.1239714354451,103,4,632.5592776290862,101,3,403.63306425634477,61,5,514.6558670714894,75,0,427.9904161142827,98,2,315.2928556127404,90,3,223.4353144593772,94,0,845.0713480594859,82,5,420.40806457801955,38,3,140.81955211305825,33,5,547.0240380115963,20,4,797.2774517016476,44,1,1
41,42,56,Canada,Android,382.6125710257366,84,4,428.7834684509321,46,2,221.92976682562565,100,3,862.0175959192442,96,1,762.6211568839684,25,0,316.65153220034176,36,5,325.5241605795409,64,4,752.941625703303,56,3,451.7700681287687,49,4,134.24896008803458,77,5,503.3269199877577,37,0,731.5352107659221,54,1,1
42,43,23,US,iOS,244.45482625352957,20,4,429.93977425782754,85,2,747.05307199378,93,0,614.3847743567843,82,5,680.0151817515658,71,4,836.7343626097914,71,1,348.68426574352026,84,4,620.1939861038841,91,3,130.83261467968688,26,2,313.5785455722213,21,4,725.7411362632722,16,0,185.37165421011963,71,5,1
43,44,20,Canada,iOS,630.2981055428445,113,4,380.28329581590634,76,0,339.8837089728805,65,4,603.3793730892814,109,4,113.74202673187534,79,4,260.5818358954901,65,4,344.14805819437436,98,0,100.21903479311086,100,3,829.4325263080073,52,0,548.0736864963271,45,3,493.75940561525977,91,2,238.28485423807348,47,1,1
44,45,58,US,Android,477.14451239481593,39,2,693.1859444225194,16,0,755.21326096531,100,5,101.22307901094567,106,4,767.5413466638594,37,5,751.4082437028735,61,2,261.63958744718695,78,4,187.48508498802528,19,2,361.88853069027897,87,5,331.9245361061709,70,1,653.4813516223606,91,0,377.4446580093379,83,2,1
45,46,45,US,iOS,87.0348220966059,92,3,614.6884131486709,74,4,99.19794581506179,33,0,741.6951029974747,82,1,197.49441926633278,66,4,717.2632639750466,38,4,572.6352328828686,39,2,670.1556914054477,80,4,240.48703829150966,39,3,738.3672901244908,40,1,396.1536747702662,30,0,866.2155074665081,26,4,1
46,47,46,US,iOS,461.2833225862161,101,0,341.8083241919794,28,4,384.40915460653093,63,1,429.01832501897576,79,1,860.6868642610905,31,2,690.6926678765232,66,5,371.3215811946391,100,1,859.4250773325186,74,4,356.62719589238867,72,3,167.24199368097942,76,1,251.4831765997832,16,5,135.00372585355427,17,1,1
47,48,54,US,iOS,618.6251394086979,30,5,333.52712953697494,27,5,330.66046758224513,83,4,414.0951838054313,45,2,203.7436325601684,59,1,552.9940055453884,105,5,288.36759781169553,78,1,387.0009380871537,16,1,105.16981965534055,30,3,644.2549555107296,73,4,767.2244805783025,92,3,374.600406249185,75,0,1
48,49,20,US,Android,169.12843861306993,112,2,545.82563337747,56,3,342.6814143984001,104,0,546.8172131331837,85,2,698.5852547376396,57,5,359.39275242915346,37,4,850.353511538599,81,2,724.8798812491304,85,2,89.77829123135791,83,0,306.54023204940574,81,1,368.4981392784504,83,5,607.0075613241431,16,5,1
49,50,47,Canada,Android,503.06743354228325,97,5,169.43934341441664,32,4,365.41378505244904,58,0,572.6155211195498,88,4,150.41048596503654,106,1,782.0691920197406,34,2,832.3211225248139,46,0,806.3970937262158,16,4,128.46270460649853,52,3,585.022434979467,50,2,411.13070485988766,15,3,414.68365530809973,20,1,1
50,51,63,US,iOS,262.31863310844125,109,5,703.1621784932149,56,4,572.860355804871,55,1,523.2403473219349,16,2,405.7898628985995,80,3,254.53416329519874,84,5,419.09736384177694,57,0,594.7082521456106,80,3,544.3925927797368,60,0,140.86388492268395,85,2,514.4625996307858,70,5,781.0802050962059,71,0,1
51,52,62,US,Android,317.93171729035555,31,4,403.0144831640729,66,1,475.9505065343588,41,1,585.4214941119566,66,4,593.2250723166901,60,3,693.3102310700649,24,4,479.89125901532276,75,2,195.51860245030127,53,0,221.30738801586003,88,0,108.4674068064886,58,0,567.775047181764,53,3,305.64078042262986,22,5,1
52,53,62,Canada,Android,488.94309458362676,39,1,395.0773318102554,40,3,109.93062982842724,80,1,805.3072911882952,99,4,321.69331565638026,52,5,281.3676527673082,51,5,365.1829244594244,81,4,800.7111330768017,72,5,373.7704023414414,27,3,201.44418715694763,72,0,615.6856742928377,17,2,285.13755257371554,50,2,1
53,54,28,US,iOS,377.0218339612729,95,1,439.86968218114833,110,3,85.07185579174072,66,2,667.5149800554497,42,2,759.234982692612,70,1,544.8042330106534,19,5,578.4159514051308,60,1,466.62529051226085,76,3,682.965896316225,25,2,303.1629029098014,77,0,837.8679844786212,60,2,296.9685915836902,20,1,1
54,55,21,Canada,Android,709.1040277841823,29,0,739.3997487173166,107,0,620.6654087845918,105,1,211.5886285182047,33,5,853.1711766582323,61,1,348.21877713945236,48,0,91.82785219184034,16,1,752.3918180751342,83,1,858.7165645212393,36,4,96.79938655072208,75,5,452.20366179190125,42,1,361.34423433149414,57,2,1
55,56,21,US,Android,654.4687311733883,53,1,661.0565160526747,49,2,643.6229442830872,42,4,221.64968790445903,39,5,345.5889796915271,66,5,102.61447194253432,91,3,547.4469120514523,60,1,323.25976118812343,34,5,472.59126716531864,75,5,721.2739416535237,76,3,173.16225382568228,77,1,436.234326280847,63,4,1
56,57,26,US,Android,825.4774080502532,36,1,537.9875440731205,54,4,337.25461522135623,65,2,652.109306037711,53,2,163.46300323838258,94,3,322.08022736007194,76,1,148.2304583131853,81,3,782.3656086293363,87,5,214.31492295026385,53,4,598.8163226647042,69,0,828.4232946663125,16,5,137.35932517902248,80,3,1
57,58,59,Canada,Android,401.8726211398085,107,1,309.87914431377544,111,3,722.967804222244,17,3,592.9522092478684,103,1,231.31363445224173,52,1,223.64527272296968,95,0,760.4777602516164,31,3,510.2388749613024,87,5,192.23083431069597,27,0,642.648334951024,18,2,625.749375149185,72,2,461.5702225524062,87,1,1
58,59,59,US,Android,308.7604989321528,18,0,856.8370631638024,55,1,512.5032668026295,96,2,166.96009720981584,89,0,275.1875574660514,97,2,659.0307702649571,74,3,180.51175052696698,49,3,532.3126799888323,26,0,80.77997192630261,45,3,302.30139157478453,18,3,797.3613835029496,61,0,697.9613582884283,26,3,1
59,60,55,Canada,Android,199.57089455861487,84,4,525.6592863900026,22,2,608.1608022376518,33,3,541.4899137801865,65,3,182.53801506822555,85,4,567.3822491054327,51,1,606.3676190457744,53,3,723.1182427257033,21,2,498.74994255531493,32,5,475.7300205546342,22,4,871.686297626427,55,2,476.8784850656445,67,5,1
60,61,37,US,Android,588.4639957071138,59,1,435.84846234209124,52,5,227.95026526217853,15,2,481.9547423898299,40,1,120.18553785225774,83,1,558.672735956713,17,3,814.3896437081958,67,4,361.9140974911925,88,2,730.8463898856747,20,0,737.6395180440259,26,5,126.35952042173305,69,2,613.8272874574176,63,2,1
61,62,58,US,Android,418.5444629489955,17,3,855.0238964501891,47,4,172.45536880610553,47,2,214.98426930512719,48,0,317.6331230240853,98,3,628.1530463350496,91,1,702.7604574189103,51,0,580.1068523306122,72,4,160.6584588162392,35,0,203.43253613857559,95,0,198.9724939324751,83,5,467.8155128582041,75,1,1
62,63,60,US,Android,129.26093111969033,95,5,421.90830458557036,23,5,848.1744057042572,87,5,866.7792793119705,43,1,288.2252171171727,32,1,172.43836375241094,100,4,693.2200562361078,75,0,121.84924200705085,86,4,99.22198753042821,76,5,794.748458831571,61,1,695.7503317462904,22,4,422.0884386362001,50,5,1
63,64,49,Canada,iOS,273.50503558116475,21,0,724.5897249032014,110,1,161.4643671923087,47,3,757.8739554537901,40,3,857.4070481667751,52,3,715.7459478223259,49,4,175.00379411600233,78,5,575.1678468215905,22,3,678.8580159531622,72,5,688.7794940326172,22,3,742.8973143820326,35,4,208.39778447904644,86,3,1
64,65,44,Canada,Android,83.17755551560006,103,4,603.9942047982794,21,2,105.38599633354242,97,0,127.60732889797453,27,0,821.9390033697666,17,0,610.2764593627567,40,0,510.8426074467232,42,1,256.57560060915944,50,1,767.8000606764349,22,1,619.3823042049205,39,2,93.57531873933058,20,5,576.8352876523652,66,2,1
65,66,47,Canada,Android,755.9312065614832,31,3,582.7381506396298,38,0,369.5198003457745,33,4,726.2407825478599,28,1,502.5106661828641,55,5,665.4537392113929,25,2,176.60548129735463,43,1,394.77857080756274,79,0,300.2430097974866,29,1,543.5462887421268,51,1,304.30221144269655,37,0,357.5894093054912,45,2,1
66,67,31,US,Android,866.4415250487906,64,1,121.91021572508407,104,3,634.8559893207429,15,1,791.2694233240207,43,2,608.5128148342643,32,3,371.63337377261655,76,4,299.25346320381794,15,0,170.94431112691365,82,1,502.47432742307507,59,1,663.8757816163946,73,3,565.5489601074927,54,5,218.0608220741811,74,1,1
67,68,28,Canada,Android,610.5775144217932,74,3,85.34212371150444,18,0,589.0953602461761,29,3,589.9643962901891,83,2,351.03988470379045,99,0,547.6429690078905,44,0,434.4900760792635,98,4,379.1451660125494,76,3,282.66926728278327,60,4,337.07203914448365,40,3,302.65346155704896,75,5,269.9210888721447,53,3,1
68,69,23,US,Android,485.7626087007962,93,0,257.31079682358006,107,4,635.1404315512734,83,4,773.9534385449153,52,3,775.1781785859954,102,3,420.8582308074975,100,0,689.7007256129286,65,3,148.29405070653752,70,5,829.7006487886433,19,1,86.59295035044534,45,1,682.1315486023464,31,0,627.3794627711052,68,0,1
69,70,29,US,iOS,106.01571098809029,48,0,515.6669281301366,62,4,254.1236381627274,104,2,557.0022359708751,79,5,856.45345458622,105,5,520.3899055483603,81,3,734.5957564887924,28,2,258.71324573004233,67,4,633.7023395679861,95,0,693.3290027733357,63,5,701.8211819688647,65,5,193.77970052784354,20,5,1
70,71,61,US,Android,755.7113014228444,52,0,310.21344600532507,69,3,541.2629027152961,46,5,774.0242699038292,100,1,498.0620441834193,37,4,162.38731444362776,32,3,837.2544033456022,86,2,723.099140258568,87,3,614.1893626678153,45,3,100.05303387318092,26,4,852.0598924784497,25,3,824.2389348967017,57,1,1
71,72,59,US,Android,367.8294383404786,18,2,877.774216515966,75,3,206.2342190010644,102,4,402.08684570625354,31,0,98.18344422898443,85,5,836.1879814686206,89,1,144.07706694751204,32,2,560.9037971558166,56,1,512.4262374663676,93,3,251.5856790992736,25,3,428.58134092274696,28,0,158.51620376283688,42,5,1
72,73,48,Canada,iOS,414.20798388763814,73,4,562.0158629439702,101,5,579.4798217333871,18,2,882.8631043859077,74,1,837.5323794186739,43,1,613.4378786335152,33,0,144.30037826964113,81,2,107.32876183589707,27,0,548.9174954351367,30,3,405.76955065386477,19,4,440.22361479043747,35,4,127.79404175047705,59,3,1
73,74,42,Canada,Android,525.3411665573137,39,5,91.27715548150235,98,0,94.27312205316726,102,2,211.21468382043693,77,0,621.1426546504662,19,1,692.4402859405102,51,1,567.390079272652,28,0,745.0881701877992,81,0,844.037568678411,36,3,319.20606158222483,60,5,849.1257973371391,77,2,287.9282720534822,44,3,1
74,75,27,Canada,iOS,649.7648615758233,25,5,604.900599272576,26,0,616.6058312697683,81,1,97.31488259617991,54,1,780.389718912722,56,3,215.90304648730668,63,1,587.4507160942983,76,4,647.4269753372844,94,0,427.32270699626594,37,0,643.859746480439,73,3,681.1678366548829,83,0,381.99406910363524,49,0,1
75,76,44,US,Android,643.2359216493912,70,2,287.0054356908727,100,0,463.6386310719454,69,3,806.3393753763564,58,5,352.80675876660854,41,5,402.096428300799,102,1,104.55449649189714,80,0,218.6783665933516,47,1,765.1735930748641,38,2,453.39063473603585,28,1,324.68672131473795,15,0,174.94842137655147,71,2,1
76,77,36,US,Android,696.6200698130481,80,3,237.00844342469264,59,1,145.8633087756333,65,4,340.33420332259897,92,2,597.8130968352748,88,5,738.8294117595034,19,0,784.2221366568092,48,1,706.80049836929,64,4,348.85756484560056,45,4,690.7994788967619,89,5,610.7850222171497,50,0,357.8365163192923,46,3,1
77,78,31,Canada,Android,559.2648129932734,19,2,812.951056670648,111,5,154.74318373886058,107,3,862.7176699850719,45,4,268.23902328335214,46,5,354.0795532458949,25,1,285.70940808610067,28,4,871.4183981913523,99,4,309.66893724153215,79,0,794.8085124580431,29,4,778.097485738869,26,0,104.23101042888544,36,5,1
78,79,62,US,Android,648.9306469343877,108,4,221.86836979460801,101,3,195.90914539096593,40,3,472.53204996837485,71,0,333.33218620893706,29,0,600.4859175859299,80,3,871.6838104548432,60,1,764.7496861866427,84,3,745.2818556965738,46,0,442.4653367474109,37,5,484.07813871532517,24,4,205.2136252022753,91,4,1
79,80,41,Canada,Android,494.17161403334416,93,3,799.1304695593191,86,5,380.93439948670084,103,2,648.1629041449298,23,5,147.790677604265,74,3,580.3348403662944,100,5,352.643623092641,92,3,382.2912198419967,78,1,832.8819844437779,53,4,435.24649723263605,18,2,530.2942503906977,70,0,645.759291485048,42,2,1
80,81,20,Canada,Android,623.055081701054,41,3,81.36421243694053,34,2,584.0221352532433,93,0,415.0913356546767,25,5,718.9515179435406,83,5,845.3628696811611,92,4,586.2553025786642,43,2,492.0865327814265,82,2,675.9521554362954,88,4,576.4322401092493,45,3,497.2834087675539,87,2,491.0053103027724,64,1,1
81,82,61,US,Android,629.8729008033423,111,4,100.05541256523286,66,2,825.508084800881,67,0,520.4903113434173,41,2,264.41091563674695,81,0,182.8366774867211,48,0,625.4422882033025,97,2,158.43797380229316,49,3,566.3579529406156,37,2,720.2978369744783,68,3,811.4565103621201,74,4,476.4392552113102,60,2,1
82,83,57,Canada,Android,487.34088499957176,19,5,557.6251922039907,73,4,211.25309880942152,65,2,458.39711760900826,68,2,152.94422876570923,18,2,713.3983451230719,96,2,298.7548259440709,69,4,754.3849833843801,26,3,355.57841717387697,38,5,503.81669374347956,62,5,81.8060348319828,82,3,402.1670074240094,87,2,1
83,84,47,Canada,Android,469.7954679395935,62,0,630.457354730859,54,3,383.91974937870185,58,2,294.80559164599845,41,3,252.38515718039744,18,3,226.50904750630875,94,2,424.85298457204146,90,4,436.04213522741685,77,5,769.9043839742194,49,2,214.18408074683146,61,2,217.5421164926043,72,3,325.60380836040895,45,1,1
